ISIN,fyear,BEME,OP,INV
BE0003599108,2011,1.7887,0.1154,0.3383
BE0003599108,2012,1.6036,0.0676,0.0255
BE0003599108,2013,1.225,0.0631,0.2619
BE0003599108,2014,1.1077,0.0486,-0.1545
BE0003599108,2015,1.1151,0.0811,0.0059
BE0003599108,2016,0.5789,0.1081,0.5867
BE0003599108,2017,0.5539,0.0763,0.1225
BE0003599108,2018,0.6943,0.201,0.2083
BE0003599108,2019,0.6556,0.2305,0.3462
BE0003600112,2010,0.0549,0.8696,0.3446
BE0003600112,2011,0.0667,1.2673,0.4496
BE0003600112,2012,0.0569,1.2186,-0.1681
BE0003600112,2013,0.0427,1.2405,-0.0732
BE0003600112,2014,0.0405,1.1794,0.4286
BE0003600112,2015,0.0367,1.2379,0.3079
BE0003600112,2016,0.0433,0.8302,-0.2153
BE0003600112,2017,0.0392,0.4874,0.1385
BE0003601128,1990,0.9538,0.4788,-0.1375
BE0003601128,1991,1.9759,0.4104,1.6089
BE0003601128,1992,0.6545,0.2962,0.3702
BE0003601128,1993,0.637,0.2614,-0.0845
BE0003601128,1994,0.6013,0.4097,0.0425
BE0003601128,1995,0.6297,0.8196,-0.0103
BE0003601128,1996,1.1193,0.8342,-0.0955
BE0003601128,1997,0.6753,0.9002,-0.051
BE0003602134,1997,0.9382,0.0643,0.0684
BE0003602134,1998,0.921,0.1116,0.0818
BE0003602134,1999,0.9661,0.0996,-0.148
BE0003602134,2000,1.081,0.1661,0.5245
BE0003602134,2001,1.0811,0.1081,-0.4
BE0003602134,2002,1.1451,0.1411,0.0643
BE0003602134,2003,0.8913,0.1481,-0.2269
BE0003602134,2004,0.7898,0.1739,0.1288
BE0003602134,2005,0.986,0.1676,0.104
BE0003602134,2006,1.0184,0.1832,0.0916
BE0003602134,2007,1.0364,0.151,0.0441
BE0003602134,2008,1.5279,0.2164,-0.0042
BE0003602134,2009,1.2381,0.1559,0.028
BE0003602134,2010,1.1147,0.1231,-0.0176
BE0003602134,2011,1.0463,0.1264,-0.0407
BE0003602134,2012,1.0209,0.0729,-0.0307
BE0003602134,2013,1.245,0.0777,0.0807
BE0003602134,2014,0.9855,0.118,-0.0119
BE0003602134,2015,0.9502,0.1146,0.1499
BE0003602134,2016,0.9603,0.1358,0.047
BE0003602134,2017,0.9639,0.1189,-0.0074
BE0003602134,2018,1.0473,0.135,0.0807
BE0003602134,2019,0.924,0.1681,0.1009
BE0003604155,1990,0.2857,0.6569,0.2061
BE0003604155,1991,0.3436,0.6362,0.0373
BE0003604155,1992,0.3346,0.6425,0.0401
BE0003604155,1993,0.3281,0.6437,-0.0202
BE0003604155,1994,0.3512,0.5738,0.0635
BE0003604155,1995,0.4557,0.4549,0.1283
BE0003604155,1996,0.4897,0.4218,0.0422
BE0003604155,1997,0.4656,0.5165,0.3436
BE0003604155,1998,0.4383,0.7115,0.2072
BE0003604155,1999,0.4962,0.7185,0.1702
BE0003604155,2000,0.6024,0.4479,0.1951
BE0003604155,2001,0.6458,0.465,-0.0582
BE0003604155,2002,0.574,0.4164,0.0407
BE0003604155,2003,0.5027,0.6766,-0.0661
BE0003604155,2004,0.3535,0.6381,-0.0428
BE0003604155,2005,0.538,0.4763,0.1576
BE0003604155,2006,0.4919,0.4012,0.8994
BE0003604155,2007,0.4984,0.4676,-0.0121
BE0003604155,2008,0.5787,0.4292,0.1669
BE0003604155,2009,0.481,0.4116,-0.0087
BE0003604155,2010,0.4406,0.3983,-0.0074
BE0003604155,2011,0.4787,0.3787,0.0524
BE0003604155,2012,0.3993,0.3412,0.136
BE0003604155,2013,0.3527,0.3247,0.2326
BE0003604155,2014,0.3073,0.3338,0.0044
BE0003604155,2015,0.1804,0.3604,0.7043
BE0003604155,2016,0.1448,0.3749,-0.0392
BE0003604155,2017,0.1961,0.3178,0.0921
BE0003604155,2018,0.2256,0.2961,0.1929
BE0003604155,2019,0.2132,0.2993,0.1448
BE0003622330,1990,0.9499,0.0299,0.1704
BE0003622330,1991,0.9903,-0.0059,0.1071
BE0003622330,1992,1.0344,0.0154,-0.2992
BE0003622330,1993,0.8387,0.0567,0.2676
BE0003622330,1994,0.8209,-0.0038,0.0806
BE0003622330,1995,0.8217,-0.0734,0.2103
BE0003622330,1996,0.9284,-0.0813,0.0244
BE0003622330,1997,0.9633,0.1341,0.2423
BE0003624351,1990,1.136,0.0672,2.2022
BE0003624351,1991,1.1331,0.1582,-0.3945
BE0003624351,1992,1.3208,0.0849,-0.0476
BE0003624351,1993,1.0496,0.1207,0.5702
BE0003624351,1994,1.2689,-0.2752,-0.1507
BE0003624351,1995,1.5654,0.0228,0.2294
BE0003624351,1996,1.5536,-0.0845,-0.0503
BE0003624351,1997,1.0147,0.0991,0.0772
BE0003624351,1998,1.0171,0.3233,0.6823
BE0003624351,1999,1.086,0.0774,0.6173
BE0003624351,2000,0.9225,0.3691,0.0741
BE0003624351,2002,1.227,0.0244,-0.0556
BE0003624351,2003,1.0604,0.0565,-0.4799
BE0003624351,2004,1.39,-0.1611,-0.3496
BE0003624351,2005,1.2341,-0.0133,-0.0541
BE0003624351,2006,1.0538,0.0045,-0.1564
BE0003625366,1990,1.249,0.2717,0.2576
BE0003625366,1991,1.2697,0.3228,0.1339
BE0003625366,1992,1.5637,0.2728,0.0924
BE0003625366,1993,1.3866,0.1212,-0.0209
BE0003625366,1994,1.8225,0.1587,0.0256
BE0003625366,1995,1.9486,0.2251,0.0116
BE0003625366,1996,1.3303,0.2405,-0.0757
BE0003625366,1997,0.9941,0.1709,0.3073
BE0003625366,1998,0.9237,0.2755,-0.015
BE0003625366,1999,1.3082,0.215,-0.1125
BE0003625366,2000,1.2722,0.1856,0.1625
BE0003625366,2001,1.6283,0.2009,0.0867
BE0003625366,2002,1.483,0.3,0.1696
BE0003625366,2003,1.2407,0.4286,0.0674
BE0003625366,2004,1.0161,0.3893,0.0428
BE0003625366,2005,0.8714,0.3862,0.0129
BE0003625366,2006,0.9592,0.3138,0.1047
BE0003625366,2007,0.9531,0.3231,0.4056
BE0003625366,2008,1.5158,0.2097,0.8797
BE0003625366,2009,1.0703,0.147,0.027
BE0003625366,2010,1.5592,0.2236,-0.0908
BE0003625366,2011,1.914,0.2492,-0.5104
BE0003625366,2012,1.7915,0.2872,0.0469
BE0003625366,2013,1.3782,0.3712,-0.0491
BE0003625366,2014,2.1413,0.3703,-6e-04
BE0003625366,2015,2.1044,0.4413,0.0203
BE0003625366,2016,1.1281,-0.0127,0.091
BE0003625366,2017,3.1378,0.0291,0.1128
BE0003632438,1992,1.1685,0.0577,0.2363
BE0003632438,1994,0.9016,0.0225,0.0844
BE0003632438,1995,1.611,0.0076,1.7346
BE0003632438,1996,1.2919,0.1206,0.3067
BE0003632438,1997,1.3526,0.0343,0.359
BE0003636470,1990,0.4726,0.478,0.311
BE0003636470,1991,0.6069,0.4838,0.0027
BE0003637486,1990,1.0056,0.1686,1.4552
BE0003637486,1991,0.7798,0.1688,-0.0345
BE0003637486,1992,0.7613,0.2706,0.0747
BE0003637486,1993,0.683,0.2586,0.0154
BE0003637486,1994,0.8237,0.2252,0.0424
BE0003637486,1995,0.6829,0.1213,0.0272
BE0003637486,1996,0.5304,0.1287,-0.0171
BE0003637486,1997,0.48,0.1311,0.0499
BE0003637486,1998,0.279,0.1178,-0.0209
BE0003637486,1999,0.2536,0.1442,0.1316
BE0003637486,2000,0.3539,0.2805,0.2548
BE0003637486,2001,0.375,0.2597,0.071
BE0003637486,2002,0.4064,0.2179,0.1084
BE0003637486,2003,0.3845,0.1759,0.1534
BE0003637486,2004,0.2994,0.208,-0.0321
BE0003637486,2005,0.3772,0.2432,0.3004
BE0003637486,2006,0.2823,0.2402,-0.0875
BE0003646578,1993,0.222,0.8973,0.4205
BE0003646578,1994,0.1872,1.2146,0.04
BE0003646578,1995,0.1842,1.4386,0.3271
BE0003646578,1996,0.5278,0.5972,-0.1468
BE0003646578,1997,0.5611,-0.2748,0.4994
BE0003646578,1998,0.6948,0.0409,0.0836
BE0003646578,1999,0.6949,0.274,-0.1062
BE0003646578,2000,1.3596,0.3699,0.1809
BE0003646578,2001,0.4233,0.8125,0.094
BE0003646578,2002,0.6277,0.9663,-0.0116
BE0003647584,1990,2.0022,-0.0758,0.0609
BE0003647584,1991,1.4389,-0.0769,0.0797
BE0003647584,1992,1.2236,-0.2131,0.077
BE0003647584,1993,0.873,0.2278,0.0609
BE0003647584,1994,0.9992,0.263,-0.0094
BE0003647584,1995,0.9514,0.2677,0.2453
BE0003647584,1996,0.8043,0.2886,0.1176
BE0003647584,1997,0.5192,0.2799,0.147
BE0003652634,1990,1.7688,0.0827,-0.0328
BE0003652634,1991,1.2245,0.1417,0.0902
BE0003652634,1992,1.0522,0.0752,0.3027
BE0003652634,1993,0.806,0.296,0.0996
BE0003652634,1994,0.9866,0.3017,0.0978
BE0003652634,1995,0.7916,0.2902,0.1731
BE0003652634,1996,0.6876,0.3073,0.1699
BE0003652634,1997,0.5183,0.2971,0.0664
BE0003654655,1995,0.7908,0.2852,-0.0505
BE0003654655,1996,0.5363,0.5872,0.0722
BE0003654655,1997,0.2525,0.41,-0.0328
BE0003654655,1998,0.4092,0.3253,0.0069
BE0003654655,2009,2.4024,0.5263,0.1601
BE0003654655,2010,1.5153,0.4419,0.0558
BE0003654655,2011,2.0323,0.3772,0.1069
BE0003654655,2012,1.8389,0.2694,-0.0084
BE0003654655,2013,1.2996,0.2821,-0.0311
BE0003656676,1990,3.7128,0.3664,0.6214
BE0003656676,1991,6.1335,0.4514,-0.3945
BE0003656676,1992,2.156,0.1646,-0.2339
BE0003656676,1993,1.4634,0.174,-0.0297
BE0003656676,1994,1.329,0.2028,0.0636
BE0003656676,1995,1.528,0.1015,0.1513
BE0003656676,1996,1.8696,0.3594,-0.0288
BE0003656676,1997,1.4628,0.4223,0.0584
BE0003656676,1998,1.3046,0.4365,-0.0297
BE0003656676,1999,0.8033,0.4342,0.0467
BE0003656676,2000,0.9049,0.3843,0.1058
BE0003656676,2001,0.9779,0.3286,0.1019
BE0003656676,2002,0.9814,0.4154,0.0027
BE0003656676,2003,1.1499,0.3799,0.0172
BE0003656676,2004,0.8412,0.7064,0.0918
BE0003656676,2005,0.7335,0.8375,-0.0433
BE0003656676,2006,0.4823,1.2018,-0.0336
BE0003656676,2007,0.5986,1.0053,-0.0209
BE0003656676,2008,1.445,0.8059,0.015
BE0003656676,2009,1.3279,0.769,-0.1562
BE0003656676,2010,0.8488,0.6683,0.01
BE0003656676,2011,1.5738,0.5529,-0.0608
BE0003656676,2012,1.4669,0.5525,-0.0324
BE0003656676,2013,0.8961,0.4555,-0.1409
BE0003656676,2014,0.8397,0.4809,0.0488
BE0003656676,2015,0.7152,0.3306,0.0718
BE0003656676,2016,0.6236,0.3709,0.0343
BE0003656676,2017,0.5778,0.2258,0.0745
BE0003656676,2018,0.7202,0.418,0.018
BE0003656676,2019,0.5661,0.5862,0.0862
BE0003659704,1990,0.8931,0.0745,0.1669
BE0003659704,1991,0.8964,0.0596,-0.0024
BE0003659704,1992,0.9603,0.0367,0.1465
BE0003659704,1993,0.9664,0.0614,-0.0234
BE0003659704,1994,1.0482,0.0833,-0.008
BE0003659704,1995,0.997,0.1536,0.0869
BE0003659704,1996,0.6814,0.136,0.035
BE0003659704,1997,0.5202,0.1329,0.1677
BE0003659704,1999,0.7817,0.2013,0.397
BE0003662732,1993,0.7319,0.5083,0.0947
BE0003662732,1994,0.6093,0.5038,0.0687
BE0003662732,1995,0.5654,0.4747,0.1027
BE0003662732,1996,0.8083,0.4177,0.0804
BE0003662732,1997,1.0875,0.4241,0.0016
BE0003662732,1998,1.1919,0.4169,0.0139
BE0003662732,1999,1.1816,0.4441,0.0138
BE0003662732,2000,1.9117,0.428,-0.0249
BE0003662732,2001,1.7806,0.8582,-0.0303
BE0003662732,2002,2.0625,0.8478,-0.1423
BE0003662732,2003,0.8933,0.4014,-0.0259
BE0003662732,2004,0.7231,0.4311,0.1912
BE0003662732,2005,0.4537,0.4848,-0.026
BE0003675866,1991,0.419,0.5471,0.0391
BE0003675866,1994,0.3768,0.8016,0.1083
BE0003675866,1995,0.4883,0.6566,0.1549
BE0003675866,1996,0.5188,0.5604,-0.024
BE0003675866,1997,0.3912,0.5705,0.0102
BE0003675866,1998,0.3923,0.5439,4e-04
BE0003675866,1999,0.4464,0.4808,-4e-04
BE0003678894,1997,0.8778,0.0444,0.6191
BE0003678894,1998,0.7569,0.0732,0.1028
BE0003678894,1999,0.8115,0.0789,0.9815
BE0003678894,2000,0.9225,0.0498,-0.0396
BE0003678894,2001,0.792,0.0568,0.2226
BE0003678894,2002,0.9527,0.0648,0.549
BE0003678894,2003,0.8885,0.0701,0.0164
BE0003678894,2004,0.816,0.0733,0.0454
BE0003678894,2005,0.8201,0.0675,-0.0317
BE0003678894,2006,0.7931,0.0658,-0.006
BE0003678894,2007,0.9806,0.0518,0.7103
BE0003678894,2008,1.1083,0.0143,0.0395
BE0003678894,2009,0.9525,0.0446,0.0089
BE0003678894,2010,0.9885,0.0895,-0.0022
BE0003678894,2011,1.0971,0.0988,0.0215
BE0003678894,2012,1.0692,0.0788,-3e-04
BE0003678894,2013,1.0472,0.0782,0.1096
BE0003678894,2014,0.8757,0.0795,0.0465
BE0003678894,2015,0.9993,0.07,0.0622
BE0003678894,2016,1.0267,0.0655,0.0451
BE0003678894,2017,1.0575,0.0879,-0.0206
BE0003678894,2018,1.1623,0.0752,0.0688
BE0003678894,2019,1.0426,0.0746,0.0648
BE0003682938,1997,0.8105,0.2176,-0.0141
BE0003682938,1998,1.0703,0.2124,0.1715
BE0003682938,1999,1.0217,0.2562,0.0703
BE0003685964,1994,0.477,0.5201,5.3118
BE0003685964,1995,0.6369,0.6703,0.0454
BE0003685964,1996,0.4206,0.9728,1.7566
BE0003685964,1997,0.3449,0.9485,-0.0381
BE0003685964,1998,0.4438,0.8819,0.3645
BE0003685964,1999,0.5415,0.9619,0.1612
BE0003685964,2000,0.8062,0.953,0.1353
BE0003685964,2001,0.8119,1.1636,0.02
BE0003685964,2002,1.0197,1.1244,-0.5664
BE0003685964,2003,0.5684,0.9297,-0.2109
BE0003685964,2004,0.9412,0.1811,-0.5162
BE0003688026,1997,0.2462,0.3537,0.1928
BE0003688026,1998,0.2124,0.3454,0.125
BE0003688026,1999,0.3785,0.192,0.1175
BE0003688026,2000,0.7273,0.1892,-0.0015
BE0003688026,2001,0.5604,0.2941,0.1264
BE0003688026,2002,0.7106,0.1801,0.0529
BE0003688026,2003,0.7671,0.237,0.0843
BE0003688026,2004,0.605,0.7014,0.1566
BE0003688026,2005,0.6136,0.4997,0.1846
BE0003696102,2000,1.1952,0.3285,0.1569
BE0003697118,1997,0.2652,0.4713,0.0898
BE0003697118,1998,0.1826,0.4564,0.4326
BE0003697118,1999,0.1644,0.5651,0.1143
BE0003697118,2000,0.288,0.5357,0.4113
BE0003697118,2001,0.4442,0.5847,0.215
BE0003697118,2002,0.9385,0.488,-0.0135
BE0003697118,2003,0.7247,0.7108,-0.0973
BE0003697118,2004,0.4245,0.8207,-0.0882
BE0003697118,2005,0.4649,0.5808,-0.0532
BE0003697118,2006,0.8203,0.4002,-6e-04
BE0003699130,1997,0.5698,0.1324,0.054
BE0003699130,1998,0.32,0.158,0.077
BE0003699130,1999,0.4859,0.1491,0.1239
BE0003699130,2000,0.7968,0.0907,0.0507
BE0003699130,2001,1.3334,0.1555,0.1092
BE0003699130,2002,1.5244,-0.4476,-0.2018
BE0003699130,2003,1.1535,0.0308,-0.02
BE0003699130,2004,0.9968,0.2404,0.2145
BE0003699130,2005,1.0627,0.183,0.3061
BE0003699130,2006,1.1461,0.2146,0.1689
BE0003699130,2007,1.1657,0.1439,0.1735
BE0003699130,2008,1.8377,0.1551,0.1819
BE0003699130,2009,1.0804,-0.1063,-0.1737
BE0003699130,2010,1.0069,0.1756,0.0408
BE0003699130,2011,1.1849,0.2333,0.0343
BE0003699130,2012,1.1061,0.1459,-0.1794
BE0003699130,2013,1.0915,0.1094,-0.0306
BE0003699130,2014,1.0258,0.0145,-0.2101
BE0003699130,2015,0.9275,0.143,0.1065
BE0003699130,2016,0.8731,0.1399,0.083
BE0003699130,2017,0.9605,0.1273,0.069
BE0003699130,2018,1.0685,0.1053,0.0314
BE0003699130,2019,0.9482,0.0926,0.0109
BE0003703171,1990,0.8963,0.0092,0.112
BE0003703171,1991,0.9896,0.0123,0.1871
BE0003703171,1992,1.0867,0.0128,0.1699
BE0003703171,1993,0.7294,0.1067,0.9864
BE0003703171,1994,1.1432,0.0831,0.0445
BE0003703171,1995,1.1393,0.0694,0.086
BE0003703171,1996,0.9794,0.0745,0.1734
BE0003703171,1997,0.5206,0.0415,0.2478
BE0003703171,1998,0.3687,0.4059,3.3895
BE0003703171,1999,0.4314,0.3396,0.098
BE0003703171,2000,0.6957,0.3768,0.1664
BE0003703171,2001,0.9591,0.2808,0.1918
BE0003703171,2002,1.1777,0.3031,-0.0252
BE0003703171,2003,1.0153,0.2718,0.0271
BE0003706208,1998,0.8051,0.0345,0.0637
BE0003706208,1999,0.9494,0.0533,0.1797
BE0003706208,2000,1.0279,0.0621,0.2448
BE0003707214,1997,0.0846,1.0186,0.3411
BE0003707214,1998,0.0581,0.5457,1.0427
BE0003707214,1999,0.1497,0.3147,0.2024
BE0003707214,2000,0.2681,1.1815,0.6068
BE0003707214,2001,0.2453,0.9512,0.2781
BE0003707214,2002,0.277,1.0461,0.1616
BE0003707214,2003,0.2863,0.8103,-0.0371
BE0003707214,2004,0.3537,0.9647,-0.0434
BE0003707214,2005,0.4381,0.7395,0.0107
BE0003707214,2006,0.436,0.8165,-0.0053
BE0003707214,2007,0.5047,0.9257,-0.0042
BE0003707214,2008,0.7531,0.8938,-0.0641
BE0003707214,2009,0.6104,0.672,0.0263
BE0003707214,2010,0.6155,0.5208,0.1371
BE0003707214,2011,0.7265,0.5151,0.0845
BE0003707214,2012,0.7311,0.4442,0.0198
BE0003707214,2013,0.4235,0.4902,0.0044
BE0003707214,2014,0.3787,0.5194,0.0233
BE0003707214,2015,0.2996,0.5683,0.0953
BE0003707214,2016,0.466,0.3247,0.2508
BE0003707214,2017,0.4052,0.4044,-0.0513
BE0003707214,2018,0.546,0.4414,0.138
BE0003707214,2019,0.4925,0.3967,0.0178
BE0003708220,1997,1.6969,0.4477,-0.0047
BE0003708220,1998,1.6807,0.295,0.0933
BE0003708220,1999,2.5593,0.3137,0.01
BE0003708220,2000,1.9285,0.141,-0.0591
BE0003708220,2001,1.8648,0.4737,0.1454
BE0003708220,2002,2.4725,0.6507,-0.1262
BE0003708220,2003,2.5634,0.681,-0.1089
BE0003708220,2004,1.2779,0.7171,-0.0063
BE0003708220,2005,1.7321,0.4026,-0.0397
BE0003717312,1990,1.1344,0.1029,-0.0141
BE0003717312,1991,1.1186,0.1079,0.0873
BE0003717312,1992,1.2935,0.101,0.0224
BE0003717312,1993,0.9508,0.1226,0.0511
BE0003717312,1994,1.1223,0.0978,0.0534
BE0003717312,1995,1.0337,0.0933,0.0514
BE0003717312,1996,0.8618,0.0788,0.0453
BE0003717312,1997,0.6406,0.1229,0.0074
BE0003717312,1998,0.6571,0.3652,0.4315
BE0003717312,1999,1.0959,0.3392,0.4123
BE0003717312,2000,1.2126,0.1508,0.1042
BE0003717312,2001,1.2143,0.0703,0.0389
BE0003717312,2002,1.285,-0.1658,-0.1707
BE0003717312,2003,1.2465,0.0937,0.053
BE0003717312,2004,0.9258,0.1231,0.0637
BE0003717312,2005,1.3464,0.0463,0.7241
BE0003717312,2006,1.3668,0.0557,0.2425
BE0003717312,2007,1.4984,0.0603,0.0997
BE0003717312,2008,1.8496,0.0285,-0.2641
BE0003717312,2009,1.4168,0.053,0.0101
BE0003717312,2010,1.519,0.0421,0.0784
BE0003717312,2011,1.6412,0.0359,-0.0564
BE0003717312,2012,1.5486,0.0391,0.0805
BE0003717312,2013,1.4285,0.0394,0.1086
BE0003717312,2014,1.5413,0.061,0.1354
BE0003717312,2015,1.472,0.0591,0.1174
BE0003717312,2016,1.2281,0.0489,-0.0115
BE0003717312,2017,1.2656,0.0849,0.0561
BE0003717312,2018,1.1527,0.1321,0.1672
BE0003717312,2019,1.1568,0.157,0.1551
BE0003720340,1999,0.4312,0.0679,0.0261
BE0003720340,2000,1.1341,0.0606,1.0238
BE0003720340,2001,1.0982,0.0619,0.048
BE0003720340,2002,1.0421,0.0667,0.0687
BE0003720340,2003,0.6932,0.0361,0.2131
BE0003720340,2004,0.9524,0.065,0.4092
BE0003720340,2005,0.7776,0.076,0.0921
BE0003720340,2006,0.8655,0.067,0.0492
BE0003720340,2007,0.9962,0.0667,0.2834
BE0003720340,2008,1.2378,0.0687,0.264
BE0003720340,2009,0.8558,0.0827,0.1927
BE0003720340,2010,0.8446,0.0774,0.1374
BE0003720340,2011,0.8685,0.075,0.1523
BE0003720340,2012,0.7688,0.0765,0.0625
BE0003720340,2013,0.6621,0.0809,0.2389
BE0003720340,2014,0.698,0.0725,0.0994
BE0003720340,2015,0.5477,0.0781,0.1212
BE0003720340,2016,0.7,0.0804,0.1985
BE0003720340,2017,0.7436,0.0777,0.0706
BE0003720340,2018,0.6462,0.0887,0.2822
BE0003720340,2019,0.6681,0.0887,0.1217
BE0003723377,1998,0.8448,0.0304,3.3895
BE0003723377,1999,1.4607,0.1674,0.1126
BE0003723377,2000,1.7052,0.2607,-0.0039
BE0003723377,2001,1.5441,0.0571,-0.1738
BE0003723377,2002,1.4274,0.0181,-0.2194
BE0003723377,2003,1.6722,0.0217,0.0751
BE0003723377,2004,1.2904,0.0614,-0.0218
BE0003723377,2006,1.0096,-0.0074,-0.4339
BE0003723377,2007,1.5095,0.2537,-0.1612
BE0003724383,1999,1.0293,0.0668,0.1932
BE0003724383,2000,1.1975,0.0493,0.0913
BE0003724383,2001,1.059,0.0601,-0.0461
BE0003724383,2002,1.0687,0.0578,0.0211
BE0003724383,2003,0.9845,0.061,-3e-04
BE0003724383,2004,0.9739,0.0605,0.0094
BE0003724383,2005,0.8818,0.0867,-0.1097
BE0003724383,2006,1.1472,0.0574,0.0997
BE0003724383,2007,1.4165,0.0556,0.0682
BE0003724383,2008,1.4993,0.0585,0.0454
BE0003724383,2009,1.1618,0.0578,-5e-04
BE0003724383,2010,1.047,0.0568,0.0707
BE0003724383,2011,1.1188,0.0562,0.1226
BE0003724383,2012,0.9259,0.0588,0.1669
BE0003724383,2013,0.9377,0.0634,0.0819
BE0003724383,2014,0.761,0.0692,0.235
BE0003724383,2015,0.7455,0.0672,0.0271
BE0003724383,2016,0.8047,0.0667,0.0562
BE0003724383,2017,0.9397,0.0633,0.0532
BE0003724383,2018,1.154,0.0639,0.1083
BE0003724383,2019,1.024,0.0657,0.0137
BE0003727410,1998,0.8005,0.0331,0.4486
BE0003727410,1999,0.712,0.221,1.6753
BE0003727410,2000,1.1094,0.7122,0.4011
BE0003729432,1998,0.5959,0.3371,-0.409
BE0003729432,1999,0.1985,0.3631,0.2227
BE0003729432,2000,0.4408,0.3395,0.1586
BE0003729432,2001,0.9393,0.2728,0.1021
BE0003731453,1998,0.3473,0.4429,0.2969
BE0003731453,1999,0.347,0.5637,0.3606
BE0003731453,2000,0.4371,0.7522,0.052
BE0003731453,2001,0.5706,0.6857,0.0637
BE0003731453,2002,0.5756,0.5992,0.0405
BE0003731453,2003,0.5305,0.7908,0.1044
BE0003731453,2004,0.5184,0.6666,0.0862
BE0003731453,2005,0.5294,0.5244,0.1388
BE0003731453,2006,0.5094,0.4904,0.1775
BE0003731453,2007,0.5662,0.447,0.0675
BE0003731453,2008,0.8685,0.496,0.1451
BE0003731453,2009,0.888,0.4804,0.0298
BE0003731453,2010,0.8776,0.4061,0.1266
BE0003731453,2011,1.0455,0.3246,0.1052
BE0003731453,2012,1.0563,0.3158,0.0572
BE0003731453,2013,0.8675,0.3265,0.1632
BE0003731453,2014,0.8368,0.3598,0.1786
BE0003731453,2015,0.623,0.3524,0.0174
BE0003731453,2016,0.5919,0.4093,0.1607
BE0003731453,2017,0.5554,0.4354,0.0491
BE0003731453,2018,0.6758,0.3416,0.2143
BE0003731453,2019,0.7581,0.3956,0.0758
BE0003734481,2000,1.0123,0.1641,-0.07
BE0003734481,2001,0.9767,0.1861,0.0195
BE0003734481,2002,1.0197,0.0896,0.0071
BE0003734481,2003,0.9303,0.0729,0.0125
BE0003734481,2004,0.8976,0.0827,0.2414
BE0003734481,2005,0.7715,0.1058,0.1083
BE0003734481,2006,0.7939,0.1444,0.0518
BE0003734481,2007,0.9216,0.0782,0.1309
BE0003734481,2008,1.2126,0.0741,0.1053
BE0003734481,2009,1.0558,0.0914,0.0771
BE0003734481,2010,0.7213,0.0976,0.0568
BE0003734481,2011,0.8694,0.0838,0.2076
BE0003734481,2012,0.8248,0.0941,0.1039
BE0003734481,2013,0.7336,0.0905,0.0624
BE0003734481,2014,0.6742,0.0932,0.0223
BE0003734481,2015,0.7095,0.0739,0.0224
BE0003734481,2016,0.7244,0.0783,0.1389
BE0003734481,2017,0.8094,0.0776,0.1291
BE0003734481,2018,1.0124,0.0831,0.0401
BE0003734481,2019,0.8266,0.0861,0.0211
BE0003735496,1998,0.0501,0.2257,0.1636
BE0003735496,1999,0.0188,1.7841,0.0639
BE0003735496,2002,0.0689,2.4366,-0.1062
BE0003735496,2003,0.1066,1.9553,-0.0677
BE0003735496,2004,0.1013,1.5963,0.1524
BE0003735496,2005,0.1673,0.8867,-0.0071
BE0003735496,2006,0.1865,0.9966,0.0038
BE0003735496,2007,0.1934,0.953,0.0521
BE0003735496,2008,0.145,1.6236,0.017
BE0003735496,2009,0.1508,1.6005,-0.0415
BE0003735496,2010,0.1481,1.3902,0.1359
BE0003735496,2011,0.16,1.5509,0.0565
BE0003735496,2012,0.3017,1.6467,-0.0253
BE0003735496,2013,0.4006,1.5926,0.0767
BE0003735496,2014,0.3176,1.2786,-0.0056
BE0003735496,2015,0.3363,0.9048,0.0515
BE0003735496,2016,0.4379,0.8205,0.002
BE0003735496,2017,0.5077,0.8173,-0.0575
BE0003735496,2018,0.5721,0.7192,0.0245
BE0003735496,2019,0.4806,1.0391,0.2296
BE0003737518,1998,0.5074,0.3315,0.1301
BE0003737518,1999,0.6059,0.4518,0.2062
BE0003737518,2000,0.8133,0.3348,0.2917
BE0003737518,2001,1.3841,0.3059,-0.134
BE0003737518,2002,1.3257,0.6047,-0.0578
BE0003739530,1990,0.7054,0.4616,0.1211
BE0003739530,1991,0.7026,0.4116,0.0558
BE0003739530,1992,0.657,0.4327,-0.009
BE0003739530,1993,0.6202,0.331,0.0969
BE0003739530,1994,0.6865,0.4203,0.0684
BE0003739530,1995,0.4729,0.4392,-0.0439
BE0003739530,1996,0.274,0.3707,0.0881
BE0003739530,1997,0.1737,0.6,0.1048
BE0003739530,1998,0.1117,0.6201,0.0635
BE0003739530,1999,0.1631,0.6391,0.1897
BE0003739530,2000,0.2074,0.569,0.2742
BE0003739530,2001,0.2129,0.5782,0.1132
BE0003739530,2002,0.3537,0.6156,0.0135
BE0003739530,2003,0.4138,0.5287,0.1766
BE0003739530,2004,0.369,0.4665,0.7323
BE0003739530,2005,0.4359,0.1105,-0.1426
BE0003739530,2006,0.5631,0.0465,1.2876
BE0003739530,2007,0.8356,0.0564,-0.1004
BE0003739530,2008,1.0053,0.0496,0.0019
BE0003739530,2009,0.8699,0.0682,-0.0428
BE0003739530,2010,0.9962,0.0757,-0.0234
BE0003739530,2011,0.7218,0.0846,-0.0019
BE0003739530,2012,0.4943,0.1769,0.0137
BE0003739530,2013,0.3908,0.186,0.0626
BE0003739530,2014,0.3325,0.1593,0.0061
BE0003739530,2015,0.283,0.2307,0.0683
